"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1785293088061084035","Tue Apr 30 13:15:37 +0000 2024","0","@tanyakanrl Mereka ngendorse satu produk berapa juta tuh dapat duitnya. Semoga sistem kipk diperketat lagi mayoritas penerimanya salah sasaran https://t.co/tTVrZzmHsy","1785296952554574200","https://pbs.twimg.com/ext_tw_video_thumb/1785296917465092096/pu/img/ceiWF-R6_7jNVcIL.jpg","tanyakanrl","in","DKI Jakarta, Indonesia","0","0","0","https://twitter.com/Menu_Resep/status/1785296952554574200","1487875787605024768","Menu_Resep"
"1785296929951449576","Tue Apr 30 13:15:31 +0000 2024","0","setiap lewat kipk yang salah sasaran gini gue sedih banget seriusan deh soalnya temen gue sampe berhenti kuliah karna gk dapat bdm waktu itu","1785296929951449576","","","in","01l ","0","0","0","https://twitter.com/ljhW00Z1122/status/1785296929951449576","1482380325083037696","ljhW00Z1122"
"1785296808484458572","Tue Apr 30 13:15:03 +0000 2024","0","banyak bener spillan kipk salah sasaran","1785296808484458572","","","in","","0","0","0","https://twitter.com/hcjngsg/status/1785296808484458572","1416368950753906690","hcjngsg"
"1785296480418640128","Tue Apr 30 13:13:44 +0000 2024","0","Buka X jadi emosi baca per-spill-an penerima KIPK / Bidikmisi salah sasaran. Takutnya ni bantuan malah tambah diperketat/dikecil kuotanya padahal bagi gue adik gue temen² gue dapet bantuan pendidikan gini bener² bantu kami untuk naikin derajat keluarga","1785296480418640128","","","in","","0","1","0","https://twitter.com/Pitik1810/status/1785296480418640128","1775318545179807744","Pitik1810"
"1785296471182770349","Tue Apr 30 13:13:42 +0000 2024","0","Banyak bgt yg dpt kipk salah sasaran","1785296471182770349","","","in","","0","0","0","https://twitter.com/Xoxomi22/status/1785296471182770349","1761740105524695040","Xoxomi22"
"1785271326254755881","Tue Apr 30 13:12:46 +0000 2024","0","@UNY_Base rezeki orang memang sudah diatur sama Tuhan nder tapi banyak tangan-tangan yang juga ambil andil sebagai penyalur rezeki salah satunya rezeki KIPK. Kalo penyalur bener g mungkin bakal salah sasaran. Kalo penerima merasa mampu harusnya malu dan bisa menolak KIPK.","1785296234733003135","","UNY_Base","in","","0","0","0","https://twitter.com/ryowoman/status/1785296234733003135","1690435546466967552","ryowoman"
"1785296103719764196","Tue Apr 30 13:12:14 +0000 2024","0","ko bisa yg nerima kipk di Undip banyak yg salah sasaran anj","1785296103719764196","","","in","🔻@notjeecc she/her","0","0","0","https://twitter.com/msftbiscuits/status/1785296103719764196","1277283125106634752","msftbiscuits"
"1785293088061084035","Tue Apr 30 13:09:30 +0000 2024","91","@tanyakanrl Banyak banget KIPK yang gak tepat sasaran. Salah pemerintah gak sihh??","1785295415887495441","","tanyakanrl","in","","0","10","0","https://twitter.com/fanabtic/status/1785295415887495441","789087675709923328","fanabtic"
"1785293088061084035","Tue Apr 30 13:08:28 +0000 2024","0","@tanyakanrl Keep it coming pls biar sistem kipk ini diketatkan lg. Gila ini mah kemungkinan mayoritas penerimanya salah sasaran","1785295153475039370","","tanyakanrl","in","She / Her","0","0","0","https://twitter.com/lemontwea/status/1785295153475039370","1374181488921513984","lemontwea"
"1785292523696730334","Tue Apr 30 12:58:01 +0000 2024","0","ni orang kok sinting banget sih [penerima kipk yg salah sasaran]","1785292523696730334","","","in","","0","0","0","https://twitter.com/aaafntsy/status/1785292523696730334","1419181882294427651","aaafntsy"
"1785293229774315896","Tue Apr 30 13:00:49 +0000 2024","0","awikwok bgt base undip lg gencer gencernya spill kipk salah sasaran wkwk what a tea","1785293229774315896","","","in","Ladang Hashword","0","1","0","https://twitter.com/maIborroe/status/1785293229774315896","1775511376884363264","maIborroe"
"1785294504825856059","Tue Apr 30 13:05:53 +0000 2024","0","drama kipk ini gila ya banyak bgt yang salah sasaran begini hadeh","1785294504825856059","","","in","rant","0","0","0","https://twitter.com/rrchieve/status/1785294504825856059","874276860678373377","rrchieve"
"1785292493116014841","Tue Apr 30 12:57:54 +0000 2024","0","kipk undip passwordnya apaa?? salah sasaran semuaaa ","1785292493116014841","","","in","","0","0","0","https://twitter.com/peachezsy/status/1785292493116014841","1113002537521602560","peachezsy"
"1785292239692022103","Tue Apr 30 12:56:53 +0000 2024","0","permasalahan kipk atau bidikmisi kan dr dulu emang udh banyak yak wkwk skrg kerasa bngt boom nya pdhl mah dari dulu banyak bngt anak bidikmisi yg salah sasaran literally BANYAK BANGEETTT soalnya dlu kl kuota sisa kan bukaan lagi kek kesannya cm yg pnting menuhin kuota","1785292239692022103","","","in","⚠️akun rl tp 90% fangirling","0","1","0","https://twitter.com/illegurl__/status/1785292239692022103","407472282","illegurl__"
"1785222561221300328","Tue Apr 30 12:52:07 +0000 2024","0","@takenpotatoo @sbmptnfess oalahh gitu ya kak tapi kak kebanyakan orang beropini kalo dpt kipk dan punya ip itu ktanya salah sasaran biasanya orang beli macboook itu yg jurusan apa si kak? semua jurusan ya?","1785291038418190784","","takenpotatoo","in","","0","0","0","https://twitter.com/pill0ows/status/1785291038418190784","1737983322855542784","pill0ows"
"1785289951741190259","Tue Apr 30 12:47:48 +0000 2024","0","kupas tuntas penerima kipk yang salah sasaran (hot news1️⃣)","1785289951741190259","","","in","🏠","0","1","0","https://twitter.com/adoredle/status/1785289951741190259","1534086524668891136","adoredle"
"1785222561221300328","Tue Apr 30 12:47:45 +0000 2024","0","@pill0ows @takenpotatoo @sbmptnfess Yg pasti ipong nya jadul ga keluar negeri ga nongki2 dan pamer hedon di sosmed. Klo dia bangkrut ya bener2 gaya bangkrut. Bukan pura2 bangkrut klo ente pinter pasti tau apa yg bikin netijen ga suka KIPK yg salah sasaran ke kaum badjingan it","1785289941699997929","","pill0ows","in","Di Buckingham Palace","0","0","0","https://twitter.com/ariyaxk/status/1785289941699997929","1748337252156178432","ariyaxk"
"1785289925396713939","Tue Apr 30 12:47:41 +0000 2024","0","Jirr kagak kelar banyak bgt kipk salah sasaran di undip","1785289925396713939","","","in","","0","0","0","https://twitter.com/chusyxxa/status/1785289925396713939","1491745567638048770","chusyxxa"
"1784825182525567380","Tue Apr 30 12:46:18 +0000 2024","0","@convomfs jangankan KIPK PIP aja salah sasaran temen gw hp boba punya mobil 2 toko motor&gt;3 bpknya boss tiap hari antar jemput pke mobil. gw heran bisa nya dia dapet padahal masih bnyak tmn gw yg lebih layak buat dapet uang itu ","1785289575264555082","","convomfs","in","","0","0","0","https://twitter.com/thinkaboutniii/status/1785289575264555082","1529060985507844099","thinkaboutniii"
"1785289537574633858","Tue Apr 30 12:46:09 +0000 2024","0","Lagi rame kasus KIPK salah sasaran. Mana org yg dapet KIPK pada kaya mampus. Bukannya mau adu nasib tapi saya yang org yg tidak pake kip aja kalo beli beli skincase masih mikir. Gak jarang beli basic skincare molor bbrp bulan karna lagi gak ada uang.","1785289537574633858","","","in","looking forr mahae","0","0","0","https://twitter.com/leenvandersun/status/1785289537574633858","1349322303297884164","leenvandersun"
"1785220407861096773","Tue Apr 30 12:44:43 +0000 2024","3","@miutlak ini kenapa qrt ma komennya pada ga setuju dah? apa kelen yg dapet kipk salah sasaran takut ke spill???? selagi kaga ada promote shop*e affiliate sihh gua dukung bikin thread ginian biar jadi sanksi sosial ma HR gampang nyari wkwkw","1785289176273080456","","miutlak","in","","0","1","0","https://twitter.com/noturslutttt/status/1785289176273080456","1356290799076429824","noturslutttt"
"1785288903731327294","Tue Apr 30 12:43:38 +0000 2024","1","Gue harap perspillan terhadap penerima kipk yang salah sasaran ini terus berlanjut dan kalau bisa di kampus-kampus lain juga. Orang-orang kaya mereka emang bisa mampusnya pas kena sanksi sosial doang. Temen gue yg kurang mampu sampe pesimis kuliah karena saingannya orang'' ini.","1785288903731327294","","","in","(20+) Books and other stories.","0","0","0","https://twitter.com/Seongllerina/status/1785288903731327294","1382305873184260103","Seongllerina"
"1785287933727322423","Tue Apr 30 12:39:47 +0000 2024","0","ini yg dapet kipk salah sasaran di undip sebanyak ini yg ke kuak gimana kalo kampus lain ikutan juga","1785287933727322423","","","in","","0","0","0","https://twitter.com/branna136/status/1785287933727322423","1774295417754411008","branna136"
"1785219433700687936","Tue Apr 30 12:39:35 +0000 2024","0","@lilyxloey @convomfs ojo podo kipk salah sasaran ","1785287883060052207","","lilyxloey","in","Location Unknown","0","0","0","https://twitter.com/Nii095/status/1785287883060052207","1477278539170791424","Nii095"
"1785287576498397294","Tue Apr 30 12:38:21 +0000 2024","0","emang salah sasaran ya penerima kipk https://t.co/8Hu4i3e5Ok","1785287576498397294","https://pbs.twimg.com/media/GMadluPa4AAC2y5.jpg","","in"," maba UNDIP","0","0","0","https://twitter.com/studynanatwt/status/1785287576498397294","1515329067809394692","studynanatwt"
"1785249330817085587","Tue Apr 30 12:37:45 +0000 2024","1","@collegemenfess kann emng sensi skli masalah ini tuh krn kebanyakan emng banyak salah sasaran temenku juga ada yg penerima kipk lancar bgtt ngafe sana sini skinkernya jg ga main2 la roche posayy anjirtttt","1785287424408686764","","collegemenfess","in","unknown","0","0","0","https://twitter.com/serendiprityy/status/1785287424408686764","1260774125418602500","serendiprityy"
"1785287297442750749","Tue Apr 30 12:37:15 +0000 2024","0","LU BABIIII pokonya penerima kipk salah sasaran semuanya babi karena lu koruptor","1785287297442750749","","","in","NCT 127","0","0","0","https://twitter.com/iniintankok/status/1785287297442750749","1196269150793957377","iniintankok"
"1785271208273137889","Tue Apr 30 12:36:56 +0000 2024","0","@princessrumble Gila gila gila Kok bisa ya ? Salah sasaran kipk","1785287219617649033","","princessrumble","in","97 y.o","0","1","0","https://twitter.com/Parkagassi97/status/1785287219617649033","1311551105738788864","Parkagassi97"
"1785287150852002164","Tue Apr 30 12:36:40 +0000 2024","0","anak kipk salah sasaran lagi pada sibuk ngearsip postingannya hahahahaha","1785287150852002164","","","in","","0","0","0","https://twitter.com/findyamm/status/1785287150852002164","1780910323580768256","findyamm"
"1785285670426292463","Tue Apr 30 12:30:47 +0000 2024","1","Rame banget ini masalah KIPK ternyata banyak juga yang gatau diri dan salah sasaran","1785285670426292463","","","in","","0","1","0","https://twitter.com/drawerrr_/status/1785285670426292463","1419595505542201347","drawerrr_"
"1785237723999306206","Tue Apr 30 12:30:47 +0000 2024","0","@Ghumaishahmad @umjigyul @__HappyBoo @pymidnight @undipmenfess Eh sori banget salah baca aku iya bener per semester tapi tetep aja si korup ga tepat sasaran itu salah semoga makin banyak yang keungkap yah dan dialokasi buat yg bener butuh kek temen gue ga dapet kipk trs pontang panting kerja buat ukt kuliah","1785285668408852751","","Ghumaishahmad","in","","1","1","0","https://twitter.com/noturslutttt/status/1785285668408852751","1356290799076429824","noturslutttt"
"1785285620761608237","Tue Apr 30 12:30:35 +0000 2024","0","Kipk salah sasaran yg ribut sesama mahasiswa. Panitianya ngapain noh.","1785285620761608237","","","in","Indonesia ","0","0","0","https://twitter.com/aicchan_sofii/status/1785285620761608237","856830496658956288","aicchan_sofii"
"1785194534244413758","Tue Apr 30 12:28:07 +0000 2024","0","@undipmenfess buset makin banyak aja yg ke spill ayo teruskan biar nanti yg lolos kipk ga salah sasaran lagi","1785285000050643401","","undipmenfess","in","wakanda forever","0","0","0","https://twitter.com/xbtriix/status/1785285000050643401","1756137229716709376","xbtriix"
"1785284504061616285","Tue Apr 30 12:26:09 +0000 2024","0","Sedih banyak bngt kipk yg salah sasaran Dan lumayan nguras energi juga ya","1785284504061616285","","","in","","0","1","0","https://twitter.com/rktzzzk/status/1785284504061616285","1613704324445765634","rktzzzk"
"1785283821329609032","Tue Apr 30 12:23:26 +0000 2024","9","base kampus sebelah rame bgt tuh penerima KIPK salah sasaran yg ke spill gaya hedon tp pake kipk dengan berbagai dalih pembelaan pdhl ga seharusnya dia dapet di unila! ada jg ga siii??","1785283821329609032","","","in","Universitas Lampung","0","12","0","https://twitter.com/unila_base/status/1785283821329609032","1774502693014519808","unila_base"
"1785283594539397569","Tue Apr 30 12:22:32 +0000 2024","8","braw! kesel banget sama orang yang ga seneng tentang spill mahasiswa/i KIPK tapi HEDON karena emang menurutku banyak KIPK yang salah sasaran kek contohnya temenku pas smt 4 dua yang keluar karna masalah ekonomi dan mereka ga dapet KIPK. Sedangkan orang yang dapat KIPK (cont..)","1785283594539397569","","","in","rules/pp cek link‼️","0","3","0","https://twitter.com/ub_mfs/status/1785283594539397569","2970636770","ub_mfs"
"1785279007170371702","Tue Apr 30 12:21:47 +0000 2024","0","@tanyarlfes sumpah ini anak KIPK yang salah sasaran tuu sebanyak itu.. temen gue cerita temennya anam KIPK gataunya bapaknya punya sawah banyak ada sapi berapa tau terus doi juga make skincare La Roche Posay :))","1785283405212794912","","tanyarlfes","in","90’s-treet.","0","0","0","https://twitter.com/90swaffles/status/1785283405212794912","1108739601252806657","90swaffles"
"1785283062483562607","Tue Apr 30 12:20:25 +0000 2024","0","YaAllah undip cerita pertamaku bahkan smpe skrg kdg gamon kecil tp knp undip skrg lg ga baik² aja yak gara² kipk nya bnyk salah sasaran &amp; herannya masa sekelas mahasiswa undip kyk gt perilakunya kasian bgtt yg bener² butuh kipk","1785283062483562607","","","in","","0","0","0","https://twitter.com/Pinkiesshfly/status/1785283062483562607","1412009598169456640","Pinkiesshfly"
"1785282725479665827","Tue Apr 30 12:19:05 +0000 2024","0","Makin lama spill spillan kipk terhadap pelaku salah sasaran makin gila anjir tidak membela sedikitpun karena mereka2 yg menyalahgunakan kesempatan. Tapi ternyata sanksi sosial bagi kalian juga sama2 minim empati","1785282725479665827","","","in","Semarang, Jawa Tengah","0","1","0","https://twitter.com/nagicchi111/status/1785282725479665827","1696098676618465280","nagicchi111"
"1785282676116926525","Tue Apr 30 12:18:53 +0000 2024","1","Bjir undip banyak betul anak kipk yang salah sasaran","1785282676116926525","","","in","Indonesian - she/her • 16 ♡♡♡","0","0","0","https://twitter.com/nayladaily/status/1785282676116926525","1709174466646007808","nayladaily"
"1785282598690062443","Tue Apr 30 12:18:35 +0000 2024","0","Kata gw kasus kipk yg ternyata malah salah sasaran nih kudu diperhatikan. Penerima²nya juga kudu diverifikasi lebih mateng sama pemerintah. Trus lagi tiap tahun dikontrol. Jadi misal siapa tau diantara mereka ekonominya udh membaik bisa dialihkan ke yg lebih membutuhkan.","1785282598690062443","","","in","","0","0","0","https://twitter.com/akuanakindomie_/status/1785282598690062443","1214068705841168384","akuanakindomie_"
"1785282577504534941","Tue Apr 30 12:18:30 +0000 2024","0","selain undip kyok e akeh banget iki kipk salah sasaran","1785282577504534941","","","in","East Java, Indonesia","0","0","0","https://twitter.com/Mystiqueuee/status/1785282577504534941","1228484893354577921","Mystiqueuee"
"1785230773106389441","Tue Apr 30 12:14:02 +0000 2024","0","@ub_mfs sebenernya KIPK ini menurutku banyak yang salah sasaran nderr dari kampus sebelah yang menyeruakan tentang KIPK ini maka dari itu apa salahnya kita ikut menyeruakannya agar yang SEHARUSNYA dapat KIPK itu ga salah sasaran nderr","1785281453225291960","","swahdikap","in","","0","0","0","https://twitter.com/swahdikap/status/1785281453225291960","979000241750917121","swahdikap"
"1785281028992680041","Tue Apr 30 12:12:20 +0000 2024","2","Yang lagi sering muncul di tl Kipk yujiem Kipk undeep Yang salah sasaran wkwkwk Mereka yg dpt tp salah sasaran itu lagi sibuk cari pembelaan sama lagi ngehapusin jejak digital kayanya wkwk","1785281028992680041","","","in","Jawa Tengah, Indonesia","0","1","0","https://twitter.com/kikikkk99/status/1785281028992680041","1505884270547464193","kikikkk99"
"1785280964270358575","Tue Apr 30 12:12:05 +0000 2024","0","Another day another pembahasan tentang kipk. Muak banget jujur terlalu banyak penerima yang sebenernya ga pantes untuk dapetin kipk. Alias salah sasaran.","1785280964270358575","","","in","","0","1","0","https://twitter.com/junighyun/status/1785280964270358575","1597982302293803016","junighyun"
"1785280919634669615","Tue Apr 30 12:11:54 +0000 2024","0","plis ramein trend kipk salah sasaran ini","1785280919634669615","","","in","","0","0","0","https://twitter.com/fullsunitizers/status/1785280919634669615","1384783775255588870","fullsunitizers"
"1785280447980949810","Tue Apr 30 12:10:02 +0000 2024","0","ini kenapa dari maren isi tl gw anak undip yg salah sasaran dapat kipk si? ","1785280447980949810","","","in","kata mereka 👀⬇️","0","0","0","https://twitter.com/fltonjm/status/1785280447980949810","1438151558915522561","fltonjm"
"1785230773106389441","Tue Apr 30 12:09:44 +0000 2024","0","@ub_mfs maaff nderr coba dipikir lagi deh kipk ini banyk salah sasaran kenapa dana buat HEDON tersebut di alokasikan buat kebutuhan PENDIDIKAN karena jujur temanku ada yang berenti kuliah karna kendala ekonomi dan dia ga dapet KIPK itu yang seharusnya dia dapat yaa dari kriterianya","1785280374878433401","","ub_mfs","in","","0","1","0","https://twitter.com/swahdikap/status/1785280374878433401","979000241750917121","swahdikap"
"1785279007170371702","Tue Apr 30 12:09:28 +0000 2024","95","@tanyarlfes Spill semua pengguna kipk yg salah sasaran biar jera","1785280306993627607","","tanyarlfes","in","Tanah Jawa, Indonesia","0","0","3","https://twitter.com/cringeyaswell/status/1785280306993627607","1742430272363327488","cringeyaswell"
"1785280274399711479","Tue Apr 30 12:09:20 +0000 2024","66"," bener bener salah sasaran ga abis pikir sama koruptor kipk ya allah kok tega bgt gini https://t.co/hl9m7QkDPc","1785280274399711479","https://pbs.twimg.com/media/GMaW8lLa4AAo4Qf.jpg","","in","","3","7","5","https://twitter.com/convomfs/status/1785280274399711479","1284061445148209154","convomfs"
"1785194534244413758","Tue Apr 30 12:09:11 +0000 2024","0","@undipmenfess makin lama makin banyak yg kebongkar soal KIPK yg salah sasaran.. setelah banyak kejadian begini kebijakan KIPK diubah bahkan bisa ditiadakan kasian generasi mendatang yg benar² butuh biaya ga mendapatkannya..","1785280235614957753","","undipmenfess","in","","0","0","0","https://twitter.com/txtyana57/status/1785280235614957753","1545887184292814848","txtyana57"
"1785280055310180386","Tue Apr 30 12:08:28 +0000 2024","0","Ini gimana sih kok bisa dapet KIPK kayak kok bisa banyak yg salah sasaran. Emang gaada survey dulu atau gimana sih kesel banget gue","1785280055310180386","","","in","Republic of Korea","0","0","0","https://twitter.com/leejnty/status/1785280055310180386","1245659552890019842","leejnty"
"1785277334733615343","Tue Apr 30 11:57:40 +0000 2024","0","undip ini sarang kipk salah sasaran apa gmn wkwk","1785277334733615343","","","in","","0","0","0","https://twitter.com/augustinelores/status/1785277334733615343","1681908610383896576","augustinelores"
"1785194534244413758","Tue Apr 30 11:53:16 +0000 2024","0","@undipmenfess Yg nerima KIPK tapi salah sasaran kenapa template bgt kepribadiannya dari kemaren estetik pake produk apple terlihat seperti yg HEEM","1785276229593243840","","undipmenfess","in","Kota Bandung, Jawa Barat","0","0","0","https://twitter.com/ddskmwt/status/1785276229593243840","1148413126091534336","ddskmwt"
"1785267383843823888","Tue Apr 30 11:52:42 +0000 2024","0","@undipmenfess Cara ngelaporin kipk salah sasaran gimana sih?","1785276084701086186","","undipmenfess","in","","0","1","0","https://twitter.com/airlin00/status/1785276084701086186","1758423180719575040","airlin00"
"1785194534244413758","Tue Apr 30 11:52:39 +0000 2024","0","@undipmenfess Unchdeep bgt yg salah sasaran kipk dh","1785276072558534896","","undipmenfess","in","","0","0","0","https://twitter.com/heickichieki/status/1785276072558534896","1408670480974848004","heickichieki"
"1785275976353730631","Tue Apr 30 11:52:16 +0000 2024","0","ini udah brpa total kipk salah sasaran di undip bjir banyak amat ga abis2 : )","1785275976353730631","","","in","he/him, minors dni","0","1","0","https://twitter.com/fvckakashi/status/1785275976353730631","1355602577186910209","fvckakashi"
"1785274172639416534","Tue Apr 30 11:45:06 +0000 2024","0","kesel bgt with KIPK user salah sasaran apalagi sampe manipulasi data. medium class terhimpit bgt tai kaya kaga miskin kaga. UKT? gede cok. i think im gonna move my ass to work and get some money in this semester.","1785274172639416534","","","in","","0","0","0","https://twitter.com/kecoa_lucuimut/status/1785274172639416534","1394539718847524868","kecoa_lucuimut"
"1785273572652650690","Tue Apr 30 11:42:43 +0000 2024","0","Seru banget bacain thread anak kipk salah sasaran hahaha Emng melempem aja sistemnya tiap tahun pasti ada ramenya soal kipk @Kemdikbud_RI gamau benerin sistem kah? Kipk nyasar ke ribuan bukan puluhan berapa dana yg salah sasaran tuh wkwkwk Mending kalo bener ini kaga","1785273572652650690","","","in","Dakwah gepeng","0","0","0","https://twitter.com/fewshigurou/status/1785273572652650690","1738712704167374848","fewshigurou"
"1785273491694203266","Tue Apr 30 11:42:23 +0000 2024","0","timeline gue isinya soal hedon bisa bayar ukt gabisa alias kipk salah sasaran","1785273491694203266","","","in","","0","0","0","https://twitter.com/serabiena/status/1785273491694203266","2382034340","serabiena"
"1785271649623015791","Tue Apr 30 11:35:04 +0000 2024","0","baru di undip doang udah ketauan bnyk bgt oknumnya. uny spill juga dong. buanyaaaaak banget soalnya wkwkw. kipk salah sasaran. kasian orang-orang yg beneran butuh kipk buat melanjutkan pendidikan kalah sama orang hedon :((","1785271649623015791","","","in","Yogyakarta, Indonesia","0","0","0","https://twitter.com/ceceleagep/status/1785271649623015791","1130130230947926016","ceceleagep"
"1785270776528269820","Tue Apr 30 11:31:36 +0000 2024","0","Punten kalau mau sp1ll kipk yg salah sasaran saran sender sensor setengah2 aja gais. Inisial aja gitu atau sp1ll statusnya misal skrg ikut ormawa X atau kepanitiaan Y","1785270776528269820","","","in","Institut Pertanian Bogor","0","3","0","https://twitter.com/ipb_menfess/status/1785270776528269820","1275797744955715586","ipb_menfess"
"1785270301724717226","Tue Apr 30 11:29:43 +0000 2024","1","Para penerima kipk salah sasaran ini merusak citra coquette sj ","1785270301724717226","","","in","Jakarta Capital Region, Indone","0","1","0","https://twitter.com/tyongiebubuxoxo/status/1785270301724717226","1351422932191469568","tyongiebubuxoxo"
"1785269609324818519","Tue Apr 30 11:26:58 +0000 2024","0","Banyak banget kipk salah sasaran di Undip nih mestinya bisa jadi pelajaran buat penyelenggara nya buat lebih selektif lagi. Kalo udah viral gini sih harus banget diselidiki satu persatu.","1785269609324818519","","","in","NCT 127 - The Unity in Jakarta","0","0","0","https://twitter.com/bubukusayang17/status/1785269609324818519","1166257838282309632","bubukusayang17"
"1785269174962684008","Tue Apr 30 11:25:14 +0000 2024","0","lanjutkan unchdeep spill anak kipk yg salah sasaran itu ","1785269174962684008","","","in","","0","0","0","https://twitter.com/nopipel/status/1785269174962684008","1413710487238299648","nopipel"
"1785269111377080470","Tue Apr 30 11:24:59 +0000 2024","0","hmmm sedang ramai soal kipk sebenernya di jenjang sma/smk jg banyak yg salah sasaran....","1785269111377080470","","","in","","0","0","0","https://twitter.com/nnakakan_/status/1785269111377080470","1572067562355322880","nnakakan_"
"1785237723999306206","Tue Apr 30 11:21:10 +0000 2024","0","@undipmenfess Daripada energi dihabiskan menyerang satu persatu penerima kipk salah sasaran yang sepertinya tidak ada habisnya mending yang diserang pembuat kebijakan agar hal spt ini tdk terjadi lagi. Juga protes agar ukt lebih terjangkau","1785268151380557947","","undipmenfess","in","","0","0","0","https://twitter.com/Falikhpa/status/1785268151380557947","1690116647640862722","Falikhpa"
"1785267641395093584","Tue Apr 30 11:19:09 +0000 2024","0","Kayaknya pemerintah atau penyelenggara KIPK atau whateber you called ini perlu evaluasi lagi deh proses seleksi kipk buanyak banget daritadi aku liat kayaknya yg salah sasaran malah jadi mupuk mental korupsi gini","1785267641395093584","","","in","","0","0","0","https://twitter.com/urcatpotato/status/1785267641395093584","1549682647328120832","urcatpotato"
"1785268056710857166","Tue Apr 30 11:20:48 +0000 2024","0","Penerima KIPK salah sasaran pasti lagi ketar-ketir skrg","1785268056710857166","","","in","havana","0","1","0","https://twitter.com/babysaintttt/status/1785268056710857166","1108677358725136384","babysaintttt"
"1785194534244413758","Tue Apr 30 11:16:00 +0000 2024","0","@undipmenfess pls Kemendikbud atau siapapun yang mengurus KIPK KJMU tolong ditelurusi lagi biar gak salah sasaran gini.","1785266852261986488","","undipmenfess","in","Somewhere Only We Know ","0","0","0","https://twitter.com/smileeyyy__/status/1785266852261986488","1660142206521597953","smileeyyy__"
"1785265269004452302","Tue Apr 30 11:09:43 +0000 2024","0","Banyak banget TL yg lewat hari ini tentang KIPK yg salah sasaran mana yang dapet orang orang mampu semua lagi. Semoga kedepannya bisa diperbaiki lagi sistem KIPK agar tidak salah sasaran","1785265269004452302","","","in","","0","0","0","https://twitter.com/phrince_A/status/1785265269004452302","1565171426621276160","phrince_A"
